trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",25,0,-75.2671939486195,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",25,0,-116.22814129056931,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",25,5,-110.46951283025803,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",1
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",30,0,-82.26251137840453,"{0: 17, 1: 5, 2: 8, 3: 0, 4: 0}",0
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",25,0,-96.10777037055192,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",25,0,-28.14319102368343,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",20,0,-164.8475959758411,"{0: 9, 1: 0, 2: 8, 3: 1, 4: 2}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",25,0,-152.3573598705588,"{0: 12, 1: 3, 2: 7, 3: 2, 4: 1}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",20,0,-38.11621220143417,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",20,0,-138.1694180937408,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-145.02701925563008,"{0: 7, 1: 4, 2: 7, 3: 1, 4: 1}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",30,0,-127.26651449208754,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",25,0,-59.51178132339989,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",20,0,-90.49068647250843,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",20,0,-70.98139206468372,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",25,0,-159.71946625880702,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",25,0,-139.53150827731628,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",20,0,-72.67729477899422,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",25,0,-103.14629774740858,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",25,0,-139.05543870730097,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",20,0,-81.6056538059681,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",20,0,-79.40661256391508,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",30,0,-114.44555427642739,"{0: 18, 1: 2, 2: 8, 3: 2, 4: 0}",0
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",25,14,-54.45973922676393,"{0: 5, 1: 2, 2: 3, 3: 1, 4: 0}",1
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",25,0,-25.466873415181265,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",35,0,-182.85259063299205,"{0: 21, 1: 4, 2: 7, 3: 0, 4: 3}",1
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",20,0,-121.83002615050557,"{0: 12, 1: 4, 2: 0, 3: 2, 4: 2}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",20,0,-80.12023916394791,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",20,0,-62.54718020227909,"{0: 11, 1: 7, 2: 0, 3: 2, 4: 0}",0
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",25,0,-85.72437367864141,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",25,0,-39.77114817575131,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",20,0,-131.58077988562977,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",20,0,-179.42756632965845,"{0: 9, 1: 1, 2: 6, 3: 2, 4: 2}",0
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",25,8,-55.31303599798649,"{0: 9, 1: 4, 2: 3, 3: 1, 4: 0}",1
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",25,0,-68.22589318659713,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",20,0,-15.602121507133639,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",20,0,-166.04561772555013,"{0: 6, 1: 6, 2: 4, 3: 3, 4: 1}",0
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",30,0,-179.50634593748893,"{0: 12, 1: 7, 2: 8, 3: 2, 4: 1}",0
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",30,0,-169.0828360248171,"{0: 21, 1: 0, 2: 5, 3: 1, 4: 3}",0
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",35,15,-77.48216014356218,"{0: 12, 1: 3, 2: 2, 3: 3, 4: 0}",1
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",25,0,-81.45166556375044,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",20,0,-115.5911042679243,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",25,0,-105.75736257593843,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",25,0,-160.9442126338183,"{0: 11, 1: 7, 2: 4, 3: 1, 4: 2}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",25,0,-33.88385877267655,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",20,0,-47.208873240003555,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",20,0,-140.63745973345954,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
48,False,"{'a': 0.002, 'e': 0.910282762240767}",25,0,-100.75604695991973,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",30,0,-218.46719234417895,"{0: 17, 1: 1, 2: 7, 3: 2, 4: 3}",0
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",20,0,-93.41700807210032,"{0: 10, 1: 6, 2: 2, 3: 1, 4: 1}",0
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",20,0,-89.79287583577253,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",30,0,-186.28628686836586,"{0: 14, 1: 5, 2: 8, 3: 1, 4: 2}",0
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",30,0,-78.83921304618492,"{0: 19, 1: 3, 2: 7, 3: 1, 4: 0}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",35,27,14.864080213148855,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",25,9,-68.08061834797255,"{0: 8, 1: 2, 2: 5, 3: 1, 4: 0}",1
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",25,0,-126.36348447532959,"{0: 14, 1: 5, 2: 2, 3: 3, 4: 1}",0
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",25,0,-221.7870661218456,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 5}",0
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",25,0,-143.0279174556798,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 2}",0
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",20,0,-131.5589565287369,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",20,0,-102.02659720414646,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",25,0,-118.83833413977442,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",25,0,-139.25885067968434,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",20,0,-89.60360127246868,"{0: 12, 1: 1, 2: 4, 3: 3, 4: 0}",0
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",20,0,-68.98646206552934,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",30,0,-148.15566826211793,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",25,0,-134.32843678881983,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",25,0,-139.66265265785714,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
68,False,"{'a': 0.002, 'e': 0.874590064603334}",20,0,-105.96915128004252,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",25,0,-165.03142502215562,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",20,0,-16.332577613125917,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",25,0,-99.03321260572116,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
72,False,"{'a': 0.002, 'e': 0.867621256485914}",25,0,-140.68947938017652,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",25,18,-14.314010937750078,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",20,11,-55.436390689347,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",30,1,-100.38807230947657,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 1}",1
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",20,0,-71.87759355119954,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",25,11,-76.5958354125,"{0: 10, 1: 1, 2: 0, 3: 2, 4: 1}",1
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",25,11,-18.985091442594733,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",25,13,-0.1602938256519746,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",30,0,-168.83302716423182,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",20,0,-106.2845491548924,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
82,False,"{'a': 0.002, 'e': 0.850441204540233}",20,5,-66.70830857956244,"{0: 8, 1: 0, 2: 6, 3: 1, 4: 0}",1
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",20,8,-45.01287827599594,"{0: 6, 1: 1, 2: 5, 3: 0, 4: 0}",1
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",30,0,-164.29523838949055,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",25,0,-108.78072261672251,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",20,0,-132.95165745001165,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",20,10,0.8982557576147926,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",30,0,-166.98892124563875,"{0: 21, 1: 0, 2: 4, 3: 2, 4: 3}",0
89,False,"{'a': 0.002, 'e': 0.838617983337074}",25,0,-90.44524033910007,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",20,0,-70.08359971114132,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
91,False,"{'a': 0.002, 'e': 0.835270211411272}",25,0,-97.64046156869013,"{0: 14, 1: 7, 2: 2, 3: 1, 4: 1}",0
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",25,3,-197.54173090543807,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 4}",1
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",20,0,-41.049294825613664,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",20,0,-85.92226638564152,"{0: 10, 1: 1, 2: 9, 3: 0, 4: 0}",0
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",20,0,-148.05853316772775,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",25,0,-111.92064633138259,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",35,16,-4.014238678827555,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",25,10,-41.153484680102046,"{0: 9, 1: 0, 2: 6, 3: 0, 4: 0}",1
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",25,0,-109.05285209106125,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",30,0,-84.33258198393368,"{0: 21, 1: 5, 2: 2, 3: 1, 4: 1}",0
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",30,14,-68.09235048511076,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",25,0,-115.22340521098162,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",20,0,-126.64838302157997,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",25,0,-153.69366828372122,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
105,False,"{'a': 0.002, 'e': 0.812207036711939}",20,0,-58.92085550455723,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",30,0,-133.4603736250181,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",20,0,-75.7889372420683,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",25,0,-58.32318161432652,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",25,0,-165.71739126752755,"{0: 10, 1: 4, 2: 8, 3: 2, 4: 1}",0
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",20,0,-122.23099669588997,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",25,0,-82.43715583069839,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",30,13,3.445824436149892,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",25,17,-45.81652488586661,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 1}",1
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",20,0,-39.26814454541704,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",20,0,-60.11670663339406,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
116,False,"{'a': 0.002, 'e': 0.794533602503334}",20,0,-58.66207650667769,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",20,0,-74.77442362509693,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",1
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",35,0,-165.0635571401673,"{0: 23, 1: 4, 2: 5, 3: 0, 4: 3}",0
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",25,0,-28.16859440618018,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",20,0,-84.66025086515502,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",25,0,-86.35434383001086,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",30,0,-103.92779980179485,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",20,9,-13.675891583942919,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",20,1,-7.0247938080744845,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",25,19,-3.088451098306383,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",30,7,-18.064315204650597,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",20,0,-61.909533265361866,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
128,False,"{'a': 0.002, 'e': 0.775691802046476}",25,0,-187.19862553976873,"{0: 14, 1: 0, 2: 7, 3: 1, 4: 3}",0
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",20,0,-44.70897399263495,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
130,False,"{'a': 0.002, 'e': 0.772595232106928}",25,0,-111.7255174288931,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",20,0,-100.94359037930035,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",25,2,-30.82582354298947,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 0}",1
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",25,0,-109.40054985975092,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",30,6,-195.14686771017648,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 4}",1
135,False,"{'a': 0.002, 'e': 0.764907781102864}",25,0,-117.9062184939323,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",20,0,-104.88688512671833,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",20,0,-95.46542375085906,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",20,0,-109.41248351794582,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",25,0,-97.8316921907388,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",25,0,-109.6413130667008,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",30,6,-61.97251794026073,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 0}",1
142,False,"{'a': 0.002, 'e': 0.754273684533089}",25,12,-5.5715455285995175,"{0: 9, 1: 4, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",25,0,-66.22814652118298,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
144,False,"{'a': 0.002, 'e': 0.751262615946886}",25,0,-29.65743279825401,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",20,0,-208.06226215675926,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 4}",0
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",25,0,-90.40176197557761,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",20,0,-16.412663726610504,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",25,3,-137.3121963045065,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 2}",1
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",20,0,-93.4763534002252,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",20,0,-50.05930771051372,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",20,0,-46.95578928928732,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",20,7,-37.89935044468158,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",25,0,-88.07881733438208,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",20,0,-80.86961548350799,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",25,1,-70.69519147339625,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 2}",1
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",20,6,-7.836869374388288,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",20,0,-85.72874015020896,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",20,0,-38.04001865752382,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",30,0,-99.10053116492661,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",25,0,-76.48036190281246,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",20,0,-56.44269231348521,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",25,0,-47.61037661309895,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",20,0,-47.82975448664644,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",20,0,-154.29308526652358,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",25,0,-18.07028476905099,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",30,0,-52.53678388137014,"{0: 20, 1: 4, 2: 6, 3: 0, 4: 0}",0
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",25,8,-61.51881832658246,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",30,0,20.50091543857954,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",35,16,-75.66891430189672,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 1}",1
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",20,0,-125.4349115572712,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",30,12,-68.19331456868106,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",30,0,-186.02373710570575,"{0: 17, 1: 0, 2: 9, 3: 2, 4: 2}",0
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",30,4,-60.765931262944775,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 2}",1
174,False,"{'a': 0.002, 'e': 0.7075124871065017}",25,10,-44.83261366053808,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 0}",1
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",20,0,-120.83214081368612,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",35,17,-27.31009516189276,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",25,0,-49.24920213935054,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
178,False,"{'a': 0.002, 'e': 0.701874967355394}",30,5,-85.2145530668109,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",1
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",35,0,-98.4493408194514,"{0: 27, 1: 4, 2: 1, 3: 1, 4: 2}",1
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",25,0,-130.5629909179765,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
181,False,"{'a': 0.002, 'e': 0.697676326071031}",25,7,-113.17608504891342,"{0: 10, 1: 3, 2: 1, 3: 3, 4: 1}",1
182,False,"{'a': 0.002, 'e': 0.696282367841771}",20,0,-82.50271103882329,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",25,1,-70.19397255307871,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 0}",1
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",20,0,-106.47202530921675,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
